fab,factory,date,line,wisdom_batch_id
Fab2,LA8,2021/11/19,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F50,2019/2/1,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F60,2019/5/22,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2019/3/1,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA7,2020/8/14,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,�M�M,2020/7/8,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2019/5/9,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F52,2020/4/18,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2022/1/11,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F60,2020/4/24,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2020/5/30,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F56,2021/1/8,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA8,2020/10/29,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2019/10/16,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2021/1/26,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2020/3/16,0.5,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA7,2021/1/23,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F56,2021/11/2,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2020/6/22,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2021/1/8,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2021/3/11,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2020/10/16,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2020/6/4,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2019/2/23,0.25,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2020/2/8,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2020/8/3,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2020/10/18,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA7,2021/6/29,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F57,2020/9/7,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F57,2021/12/27,1,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2021/8/31,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2019/7/23,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2019/6/17,4,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2021/11/29,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F57,2020/12/5,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,�M�M,2021/3/8,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,�M�M,2020/12/30,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2019/10/11,0.5,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F60,2020/7/14,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2020/8/12,4,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F60,2020/3/20,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2021/3/21,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2021/8/26,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F50,2019/7/12,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA8,2022/1/23,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2020/3/24,0.5,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2019/3/6,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2020/1/2,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2019/1/2,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2021/5/9,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2019/8/1,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F58,2019/9/11,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F58,2021/12/23,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F50,2019/7/29,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F57,2019/8/15,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA8,2020/3/31,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2021/8/3,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2020/12/20,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2019/10/14,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2019/12/4,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA7,2021/9/9,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2021/12/21,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F50,2021/2/20,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2021/5/3,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F56,2019/10/9,1.5,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2021/12/7,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2019/8/4,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2021/1/15,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F56,2019/2/18,1,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F57,2019/10/3,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,�M�M,2020/7/28,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2022/2/2,1.5,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2021/9/12,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,�M�M,2021/11/29,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2019/12/26,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F50,2021/11/25,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2022/2/5,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2019/1/9,1,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA8,2020/8/29,2,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA8,2020/9/3,0.5,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA8,2019/5/27,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA7,2020/8/9,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2021/9/29,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2022/1/3,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2020/3/20,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,�M�M,2022/1/7,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2021/1/7,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F57,2020/7/20,2,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2019/7/19,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,�M�M,2020/5/24,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2021/2/23,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2020/4/4,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F58,2021/5/16,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2021/3/2,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2019/5/22,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2021/12/7,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2020/3/13,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2021/11/1,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2019/2/26,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA7,2019/5/10,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2021/10/27,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2020/6/1,4,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2021/7/13,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2020/10/21,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2019/10/27,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2022/1/12,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2022/1/10,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2020/2/14,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2019/7/23,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2019/4/11,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2021/1/25,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2021/2/18,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2021/6/18,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2020/12/20,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2020/12/27,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2020/4/10,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2021/7/24,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2019/9/7,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2019/7/31,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F58,2021/3/29,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2019/9/24,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2020/6/1,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F56,2021/9/18,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2020/5/5,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2021/11/22,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2019/5/26,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2022/1/7,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2019/10/26,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,�M�M,2019/1/3,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2020/1/23,2,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2019/2/17,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,�M�M,2021/4/30,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F52,2019/12/19,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2021/3/27,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F60,2020/11/23,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2020/4/21,2,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2021/1/31,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F56,2019/4/14,0.5,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2019/5/9,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,�M�M,2019/11/14,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2020/12/12,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2021/10/11,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2020/3/31,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F52,2021/9/15,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F50,2021/5/4,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2021/3/31,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2020/3/28,1,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2022/1/4,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2021/5/14,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2021/4/8,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F60,2020/11/6,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2020/9/16,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2020/6/1,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2021/6/25,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F60,2021/2/12,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2019/7/3,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2021/5/14,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2019/2/20,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2019/8/22,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2022/1/30,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2021/7/8,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2020/12/18,1,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2021/3/12,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA7,2021/7/9,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2021/12/18,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2021/9/6,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA7,2019/1/8,3,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F56,2021/2/18,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2019/7/7,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2022/1/25,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F60,2021/8/5,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2021/5/22,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA8,2020/2/12,2.5,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2019/12/29,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,�M�M,2020/2/6,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2021/10/28,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2020/3/5,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2021/7/18,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2019/6/8,0.5,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2020/8/9,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2021/8/2,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F58,2019/8/19,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2021/6/12,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2019/9/25,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,�M�M,2019/1/26,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2021/10/15,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2019/1/30,2,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F57,2019/12/4,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2021/12/15,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F57,2020/7/17,2,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA7,2021/11/1,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2022/1/14,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2021/10/6,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2020/12/25,3,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2021/7/24,1.5,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2019/10/3,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2021/2/7,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2019/7/5,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2020/2/2,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2021/6/30,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2020/3/2,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2019/12/12,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2019/2/15,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2019/12/4,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F58,2020/7/19,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2021/4/29,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2019/8/31,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2020/2/23,3,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2019/3/21,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F50,2021/8/14,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2019/2/20,1.5,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,�M�M,2020/9/7,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2020/12/17,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2021/11/6,2,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2019/4/14,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2020/10/28,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,�M�M,2019/11/4,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2019/8/30,4,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2020/7/24,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2019/4/10,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2021/9/1,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2019/3/31,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F60,2019/9/8,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA8,2019/8/28,6,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F58,2019/4/28,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2021/4/22,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2020/9/14,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2020/9/30,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA7,2021/10/24,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2020/2/14,3,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2019/2/9,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,�M�M,2019/7/18,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2019/3/12,1,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F52,2022/1/3,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2020/11/27,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2020/10/10,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,�M�M,2019/4/14,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2019/8/11,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F58,2020/3/12,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2021/11/8,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2022/2/5,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2019/3/28,0.25,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F57,2021/9/13,2,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2021/4/17,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F52,2020/10/8,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2021/7/25,0,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,�M�M,2021/3/1,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2021/6/7,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2019/12/15,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F57,2020/6/16,1,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2021/12/20,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F57,2020/3/11,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F50,2019/3/30,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2021/6/10,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2021/4/2,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2021/6/20,0,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2021/12/14,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2020/3/3,1,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F57,2020/1/24,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2020/3/24,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2019/1/28,8,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2019/10/26,0.25,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2020/11/14,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2020/10/8,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA8,2020/3/21,7.5,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F52,2021/2/18,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F56,2019/11/4,1.5,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F58,2020/7/2,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F57,2019/12/1,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2021/11/22,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2021/4/21,0,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2019/2/1,2,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2020/11/7,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2020/4/16,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA7,2019/4/29,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F56,2021/11/11,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2020/2/10,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2019/5/20,0.5,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA7,2019/3/8,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2019/6/28,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F56,2020/11/7,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F52,2021/6/10,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F56,2021/12/14,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2021/5/2,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F50,2020/12/16,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2020/1/22,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2021/2/5,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2020/10/15,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2020/12/18,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2020/12/13,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2022/1/3,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2020/6/17,1,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2020/1/16,2,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F56,2020/9/18,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2020/2/19,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA7,2019/9/9,2,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2021/7/23,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2019/11/14,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F58,2021/10/2,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2020/3/26,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2019/2/4,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2019/1/11,1,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2019/2/27,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F56,2019/5/13,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2021/12/13,0.5,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F60,2019/9/18,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F50,2020/4/6,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2020/12/7,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2021/4/22,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F60,2021/10/16,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA8,2019/5/5,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2019/9/8,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F52,2021/7/18,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F50,2019/12/27,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F57,2021/1/14,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F56,2019/5/21,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2021/9/6,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2020/3/2,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2020/5/19,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F57,2021/1/15,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F60,2020/8/29,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F52,2021/12/27,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2020/9/4,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2019/2/11,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA7,2020/6/1,1.25,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2019/10/29,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F60,2021/4/2,,20220421105654_82141b3b9409484ba9ea5469c0339084
