fab,factory,date,line,wisdom_batch_id
Fab1,LA8,2020/9/25,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2021/5/9,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2020/5/7,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2021/10/23,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2019/9/15,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F60,2019/7/25,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F60,2021/2/5,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2021/5/4,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2019/1/4,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2022/1/14,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2021/3/16,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F60,2020/1/3,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F57,2020/5/9,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2021/2/9,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2019/11/7,1,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2021/6/20,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA7,2019/2/27,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2020/12/21,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2019/9/14,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2021/7/12,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F56,2021/2/17,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2021/8/15,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2021/2/20,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2020/12/13,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2019/1/22,0.5,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2019/3/24,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2021/8/16,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F50,2021/2/13,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2020/5/27,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F52,2019/10/20,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F50,2021/5/9,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2021/9/14,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2019/4/29,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2019/8/6,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2021/1/24,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA8,2020/7/21,6,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F50,2021/1/27,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2020/11/19,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2020/11/25,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2021/6/17,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F56,2020/9/16,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2019/10/8,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2021/11/15,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2021/11/11,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2020/5/3,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2019/12/1,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2020/4/5,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA7,2019/5/4,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA8,2020/12/12,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2019/7/23,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2021/10/5,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2021/10/15,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2020/1/10,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2020/1/17,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2020/12/11,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2019/8/25,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F60,2021/4/21,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F58,2020/1/29,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2020/7/19,3,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA7,2019/1/6,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2020/2/19,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2019/7/6,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA7,2020/8/22,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F60,2020/8/30,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2019/1/27,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F56,2019/9/28,1,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2020/11/13,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2021/8/12,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA8,2021/11/7,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F57,2021/4/5,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2020/9/17,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2019/12/26,1,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F58,2021/10/14,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,�M�M,2019/2/20,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F52,2022/1/6,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2021/2/23,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2019/8/6,1,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2020/10/27,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2021/10/23,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F56,2021/2/21,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2019/9/17,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2020/9/26,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F58,2021/2/18,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,�M�M,2021/1/12,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2021/12/19,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2020/5/3,3,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F60,2020/3/29,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F58,2021/9/12,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2020/3/4,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2022/2/7,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F56,2021/6/13,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2020/2/10,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F60,2021/2/2,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F52,2021/12/8,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2022/1/11,2,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2021/2/2,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2019/10/25,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F50,2021/3/7,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2020/7/28,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F60,2019/1/19,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2020/6/8,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2019/11/2,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F57,2021/12/26,0,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2022/1/28,1.5,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2021/3/27,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F57,2020/7/23,2,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2019/9/9,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F58,2021/9/15,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2021/12/28,1.5,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F50,2019/10/8,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2019/8/16,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F56,2020/9/5,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA8,2020/8/18,6,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,�M�M,2021/8/13,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2020/9/6,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2020/5/27,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2019/10/29,0.5,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA7,2019/2/24,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2020/12/21,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA7,2020/2/22,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2021/12/18,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2019/11/13,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2019/9/21,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA7,2021/11/5,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2019/12/16,1,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2019/10/28,1,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F57,2019/12/8,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2021/4/16,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2019/2/19,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2020/2/27,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2021/9/11,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA8,2019/6/19,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F52,2021/9/20,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2020/10/8,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F52,2019/7/13,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA7,2021/5/8,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2019/3/13,0.25,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2021/6/5,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2021/12/15,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F52,2020/9/21,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2021/4/9,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2021/3/28,0,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2021/9/21,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2021/5/5,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2019/10/12,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2021/3/17,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA8,2020/6/13,1.5,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2022/1/15,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F58,2020/9/20,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2020/1/18,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2021/12/16,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2019/4/8,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2019/7/13,1,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2019/5/7,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2020/7/15,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2019/8/29,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2021/11/23,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2020/9/5,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2019/3/8,1,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F50,2020/4/28,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2020/3/31,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F50,2019/3/5,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2020/12/13,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2021/11/27,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2021/10/31,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2021/9/13,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F60,2019/1/4,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2019/1/16,1.5,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2019/11/12,1,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2020/8/18,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2019/11/29,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2020/7/13,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2021/10/16,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA8,2022/1/3,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F58,2019/11/17,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA8,2021/11/26,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2019/8/7,1,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F58,2021/5/15,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2021/6/27,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2021/10/7,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2020/11/20,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F60,2019/12/12,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2019/8/14,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2020/3/1,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F57,2019/7/12,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,�M�M,2020/1/20,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F56,2021/10/28,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2019/1/31,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F56,2019/9/19,1,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2019/10/27,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2021/8/1,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F50,2019/6/9,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2019/12/19,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2021/3/5,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F57,2021/10/28,1,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2019/3/25,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2021/4/15,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F50,2021/5/23,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2021/10/8,2,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2020/1/31,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2019/6/9,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2022/1/18,2,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA8,2021/2/20,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,�M�M,2021/6/21,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2019/10/2,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F60,2021/8/4,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F50,2019/1/30,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2019/10/14,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F52,2020/10/28,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F56,2019/12/21,1,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2019/11/15,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2020/12/6,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2020/1/3,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F60,2020/12/12,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F57,2019/2/14,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,�M�M,2019/10/9,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2022/1/19,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,�M�M,2019/6/25,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2020/4/1,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2021/10/18,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F58,2019/8/16,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2020/7/15,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2021/4/3,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2021/7/6,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2020/6/15,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2019/1/24,1,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F60,2020/2/15,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,�M�M,2020/2/16,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2021/4/8,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA8,2019/1/6,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2020/6/8,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2020/7/14,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA8,2019/2/2,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2020/3/13,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA7,2021/4/24,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA7,2019/12/21,0.5,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2019/11/25,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2020/2/3,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F56,2021/5/17,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2020/8/12,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA7,2019/7/6,2,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2019/3/4,5,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F50,2021/12/19,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2020/7/23,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F57,2019/2/4,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F57,2019/10/27,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F57,2019/9/1,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2019/3/15,1,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2021/12/22,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2020/2/7,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2020/8/12,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2019/11/18,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2020/8/9,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2020/11/10,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2021/11/9,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F60,2021/3/15,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2019/7/29,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2019/1/23,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2021/7/18,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F58,2019/12/17,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2021/3/21,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F58,2019/5/13,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F58,2021/11/25,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F50,2019/5/27,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F54,2019/3/3,1,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F66,2020/1/5,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2019/6/1,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2019/9/2,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F52,2021/10/30,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2020/7/10,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F56,2019/2/23,2,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F52,2019/1/30,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2020/5/31,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2019/4/22,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2020/10/14,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2020/7/20,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F58,2020/12/25,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2020/7/3,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2019/4/2,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA7,2020/12/21,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2020/1/7,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2020/7/15,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2019/6/6,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2021/4/5,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2021/7/15,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA7,2022/1/10,0.5,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2020/4/5,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2019/5/7,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F52,2019/5/12,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2020/12/31,0,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2022/1/13,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA7,2019/4/11,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2019/10/29,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2021/9/4,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2020/12/16,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2019/12/4,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2019/8/23,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F54,2021/11/2,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,F62,2020/5/25,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2020/4/24,4,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2021/3/9,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F57,2021/4/14,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2020/12/16,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,�M�M,2021/2/6,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2022/1/3,2,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2021/7/30,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA7,2021/9/1,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2021/4/8,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F52,2019/1/8,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2019/11/23,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F58,2020/10/7,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA8,2020/11/12,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2019/4/26,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2021/2/12,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F54-3,2020/4/23,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F58,2019/4/1,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F64,2019/8/16,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA8,2021/5/11,2,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,�M�M,2019/6/12,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F60,2021/2/14,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F50,2021/4/2,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F56,2019/6/7,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab3,F57,2021/6/13,0,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,LA8,2021/5/29,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F57,2019/7/30,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,F62,2019/4/4,1.5,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab1,�M�M,2019/2/8,,20220421105654_82141b3b9409484ba9ea5469c0339084
Fab2,LA8,2019/4/4,,20220421105654_82141b3b9409484ba9ea5469c0339084
